XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
276593.24119228,2342351.79183640,1922,1834,962,162.524064778272
276593.24119228,2342351.79183640,1922,1932,966,67.8339311261838
276593.24119228,2342351.79183640,1922,2051,1027,258.360483963733
269138.48557160,2342360.00367386,1926,1906,963,326.369480782626
274689.32570913,2342360.11279189,1927,1881,964,258.137940584916
274689.32570913,2342360.11279189,1927,1851,965,151.669113240874
274689.32570913,2342360.11279189,1927,1959,980,194.927935726101
274689.32570913,2342360.11279189,1927,2290,1145,679.891013102174
276659.82065524,2342364.77710976,1932,1922,966,67.8339311261838
276659.82065524,2342364.77710976,1932,1844,967,163.983421577471
276659.82065524,2342364.77710976,1932,1938,969,76.3198012591834
276659.82065524,2342364.77710976,1932,2059,1031,255.004731963603
276299.57507223,2342366.83206569,1935,1915,968,75.2962451455686
276299.57507223,2342366.83206569,1935,1943,972,78.2805894662468
276299.57507223,2342366.83206569,1935,2017,1010,187.102873277963
276734.54763471,2342380.28809310,1938,1932,969,76.3198012591834
276734.54763471,2342380.28809310,1938,1854,970,162.345174996888
276734.54763471,2342380.28809310,1938,1946,973,64.7319916333134
276734.54763471,2342380.28809310,1938,2067,1035,256.563886614525
270392.25201251,2342087.95194078,1942,1867,971,629.104604152573
276224.79082483,2342389.96574303,1943,1935,972,78.2805894662468
276224.79082483,2342389.96574303,1943,1955,978,82.0635128039836
276224.79082483,2342389.96574303,1943,2005,1004,150.592654098322
276797.77312729,2342394.17217854,1946,1938,973,64.7319916333134
276797.77312729,2342394.17217854,1946,1856,974,166.59015490056
276797.77312729,2342394.17217854,1946,1952,976,70.2372325150365
276797.77312729,2342394.17217854,1946,2073,1038,249.288214588552
273122.02764278,2342398.12488651,1950,1886,975,105.676603653402
273122.02764278,2342398.12488651,1950,1872,979,320.203399002893
273122.02764278,2342398.12488651,1950,1993,998,126.739215930174
276867.20767279,2342404.76050812,1952,1946,976,70.2372325150365
276867.20767279,2342404.76050812,1952,1860,977,167.716629082495
276867.20767279,2342404.76050812,1952,2079,1041,252.622467573736
276146.22257762,2342413.66069322,1955,1943,978,82.0635128039836
276146.22257762,2342413.66069322,1955,1967,984,252.287600301842
276146.22257762,2342413.66069322,1955,1999,1001,114.669421139236
274874.10528985,2342422.18860581,1959,1927,980,194.927935726101
274874.10528985,2342422.18860581,1959,1911,981,84.0357399257854
274874.10528985,2342422.18860581,1959,2058,1029,190.146796545443
272532.20628655,2342423.73978050,1963,1897,982,257.312456092528
272532.20628655,2342423.73978050,1963,1766,983,439.323423941814
272532.20628655,2342423.73978050,1963,1971,986,254.935898100961
275903.55092166,2342482.64982756,1967,1955,984,252.287600301842
275903.55092166,2342482.64982756,1967,1977,989,72.3122047072303
275903.55092166,2342482.64982756,1967,1979,990,68.707905426426
275903.55092166,2342482.64982756,1967,2134,1068,253.585929370559
273023.34446104,2342485.50906441,1970,1886,985,238.339171176905
273023.34446104,2342485.50906441,1970,1993,997,155.780368863023
273023.34446104,2342485.50906441,1970,2064,1032,131.47370763265
272779.40472292,2342486.07151558,1971,1963,986,254.935898100961
272779.40472292,2342486.07151558,1971,1821,987,314.910110042791
272779.40472292,2342486.07151558,1971,1988,995,23.4118394029558
269897.12295236,2342491.48769885,1976,1894,988,204.975966853049
269897.12295236,2342491.48769885,1976,1984,993,394.140496773064
269897.12295236,2342491.48769885,1976,2148,1074,319.102345625759
275974.11661190,2342498.44660919,1977,1967,989,72.3122047072303
275974.11661190,2342498.44660919,1977,1991,996,66.8970571861202
275974.11661190,2342498.44660919,1977,2138,1070,250.378556296289
275838.86556799,2342505.81405191,1979,1967,990,68.707905426426
275838.86556799,2342505.81405191,1979,2003,1002,71.7991350949924
275838.86556799,2342505.81405191,1979,2120,1061,218.012482604127
273680.86378368,2342508.92056172,1981,1875,991,256.154952146007
273680.86378368,2342508.92056172,1981,2035,1019,75.0830013422442
273680.86378368,2342508.92056172,1981,2261,1131,914.609440181729
269503.38066839,2342509.20054749,1984,1906,992,174.018330755524
269503.38066839,2342509.20054749,1984,1976,993,394.140496773064
272779.00055258,2342509.47986602,1988,1918,994,514.448280270072
272779.00055258,2342509.47986602,1988,1971,995,23.4118394029558
272779.00055258,2342509.47986602,1988,2089,1046,161.828532287128
276040.08869294,2342509.53267176,1991,1977,996,66.8970571861202
276040.08869294,2342509.53267176,1991,1999,1000,84.9619526455679
276040.08869294,2342509.53267176,1991,2150,1076,251.820028477263
273176.78215228,2342512.42371154,1993,1970,997,155.780368863023
273176.78215228,2342512.42371154,1993,1950,998,126.739215930174
273176.78215228,2342512.42371154,1993,2035,1018,496.924019518903
273176.78215228,2342512.42371154,1993,2176,1088,296.556715193357
270833.66532362,2342523.91428388,1997,1998,999,68.7934751302596
270833.66532362,2342523.91428388,1997,2027,1014,207.778292681225
270833.66532362,2342523.91428388,1997,2085,1071,377.675211780268
270765.47147715,2342514.85108772,1998,1997,999,68.7934751302596
270765.47147715,2342514.85108772,1998,2021,1011,213.344392793554
276123.43115124,2342526.04230661,1999,1991,1000,84.9619526455679
276123.43115124,2342526.04230661,1999,1955,1001,114.669421139236
276123.43115124,2342526.04230661,1999,2005,1003,73.7328208711157
276123.43115124,2342526.04230661,1999,2166,1084,246.710440555372
275770.56146766,2342527.94244269,2003,1979,1002,71.7991350949924
275770.56146766,2342527.94244269,2003,2010,1006,52.2528550773941
275770.56146766,2342527.94244269,2003,2106,1054,184.036470812041
276196.21680739,2342537.82267725,2005,1999,1003,73.7328208711157
276196.21680739,2342537.82267725,2005,1943,1004,150.592654098322
276196.21680739,2342537.82267725,2005,2017,1009,69.9669813082537
276196.21680739,2342537.82267725,2005,2178,1090,250.189512964608
275720.04789264,2342541.31179578,2010,1472,1005,1432.82430279327
275720.04789264,2342541.31179578,2010,2003,1006,52.2528550773941
275720.04789264,2342541.31179578,2010,2102,1051,164.505717444317
275414.68734453,2342548.02159008,2013,1717,1007,848.457493168663
275414.68734453,2342548.02159008,2013,1748,1008,621.56701846675
275414.68734453,2342548.02159008,2013,2128,1065,180.014682420486
276264.98666351,2342550.71008822,2017,2005,1009,69.9669813082537
276264.98666351,2342550.71008822,2017,1935,1010,187.102873277963
276264.98666351,2342550.71008822,2017,2023,1012,67.4476500293525
276264.98666351,2342550.71008822,2017,2190,1096,250.059905086905
270588.39727911,2342529.29025922,2021,1998,1011,213.344392793554
270588.39727911,2342529.29025922,2021,2114,1058,185.31022203221
276330.99582980,2342564.56560915,2023,2017,1012,67.4476500293525
276330.99582980,2342564.56560915,2023,1915,1013,220.194099581129
276330.99582980,2342564.56560915,2023,2031,1016,68.7829893639867
276330.99582980,2342564.56560915,2023,2198,1100,249.476076190475
271036.63835375,2342565.47096663,2027,1997,1014,207.778292681225
271036.63835375,2342565.47096663,2027,1824,1015,398.392901287128
271036.63835375,2342565.47096663,2027,2043,1023,29.3893499250168
276398.71518623,2342576.61502372,2031,2023,1016,68.7829893639867
276398.71518623,2342576.61502372,2031,1903,1017,257.525394629248
276398.71518623,2342576.61502372,2031,2039,1020,79.7198065591775
276398.71518623,2342576.61502372,2031,2202,1102,252.710211490958
273668.66787086,2342583.00643623,2035,1993,1018,496.924019518903
273668.66787086,2342583.00643623,2035,1981,1019,75.0830013422442
273668.66787086,2342583.00643623,2035,2213,1108,251.076105953989
276476.92105992,2342592.07752279,2039,2031,1020,79.7198065591775
276476.92105992,2342592.07752279,2039,1908,1021,256.337375270353
276476.92105992,2342592.07752279,2039,2051,1026,66.3354464555531
276476.92105992,2342592.07752279,2039,2224,1113,251.85524732314
271030.88900265,2342594.29246643,2043,2044,1022,137.389843590092
271030.88900265,2342594.29246643,2043,2027,1023,29.3893499250168
271030.88900265,2342594.29246643,2043,2050,1025,4.15701350569743
270895.54751474,2342570.65667215,2044,2043,1022,137.389843590092
274149.64425706,2342595.60656209,2047,1875,1024,555.726149797493
274149.64425706,2342595.60656209,2047,2143,1072,249.070672271159
274149.64425706,2342595.60656209,2047,2156,1078,252.036882349807
271030.07303219,2342598.36861087,2050,2043,1025,4.15701350569743
271030.07303219,2342598.36861087,2050,2094,1048,89.7694189785327
271030.07303219,2342598.36861087,2050,2099,1050,287.059179502448
276541.98239358,2342605.01639135,2051,2039,1026,66.3354464555531
276541.98239358,2342605.01639135,2051,1922,1027,258.360483963733
276541.98239358,2342605.01639135,2051,2059,1030,72.4711647024678
276541.98239358,2342605.01639135,2051,2240,1121,248.388113057419
272238.65759116,2342605.99385826,2055,1918,1028,263.354531420723
272238.65759116,2342605.99385826,2055,2077,1039,189.172509261855
272238.65759116,2342605.99385826,2055,2341,1172,420.782383153099
274846.86214054,2342610.27921341,2058,1959,1029,190.146796545443
274846.86214054,2342610.27921341,2058,2072,1036,255.702636451724
274846.86214054,2342610.27921341,2058,2290,1146,279.446750323471
276613.68058551,2342615.57285791,2059,2051,1030,72.4711647024678
276613.68058551,2342615.57285791,2059,1932,1031,255.004731963603
276613.68058551,2342615.57285791,2059,2067,1034,71.4199142395394
276613.68058551,2342615.57285791,2059,2258,1130,251.516673391497
273032.48409887,2342616.46276326,2064,1970,1032,131.47370763265
273032.48409887,2342616.46276326,2064,2109,1056,293.737404126807
273032.48409887,2342616.46276326,2064,2118,1059,100.5194113028
278033.10762281,2342629.62288465,2066,1864,1033,495.95971482486
278033.10762281,2342629.62288465,2066,2336,1175,852.904318641859
278033.10762281,2342629.62288465,2066,2711,1356,1118.75666963134
276683.26191862,2342631.67385889,2067,2059,1034,71.4199142395394
276683.26191862,2342631.67385889,2067,1938,1035,256.563886614525
276683.26191862,2342631.67385889,2067,2073,1037,68.1684704501819
276683.26191862,2342631.67385889,2067,2272,1137,249.093446455031
275101.47341323,2342633.87874955,2072,2058,1036,255.702636451724
275101.47341323,2342633.87874955,2072,2127,3626,101.578289247933
276751.03133141,2342639.03911884,2073,2067,1037,68.1684704501819
276751.03133141,2342639.03911884,2073,1946,1038,249.288214588552
276751.03133141,2342639.03911884,2073,2079,1040,64.2965634949642
276751.03133141,2342639.03911884,2073,2286,1144,252.186257282929
272424.80038487,2342639.71475103,2077,2055,1039,189.172509261855
272424.80038487,2342639.71475103,2077,2083,1042,174.698382197768
272424.80038487,2342639.71475103,2077,2154,1077,120.650381007648
276814.06305597,2342651.72965767,2079,2073,1040,64.2965634949642
276814.06305597,2342651.72965767,2079,1952,1041,252.622467573736
276814.06305597,2342651.72965767,2079,2296,1149,249.854184134873
272598.78844554,2342655.45258716,2083,2077,1042,174.698382197768
272598.78844554,2342655.45258716,2083,2087,1044,91.8106240403476
272598.78844554,2342655.45258716,2083,2172,1087,117.07372306762
270887.13180011,2342662.42561969,2085,2086,1043,23.6893756636411
270887.13180011,2342662.42561969,2085,2094,1047,116.465863520411
270887.13180011,2342662.42561969,2085,1997,1071,377.675211780268
270891.48268832,2342639.13922256,2086,2085,1043,23.6893756636411
272690.10115203,2342665.00142583,2087,2083,1044,91.8106240403476
272690.10115203,2342665.00142583,2087,2089,1045,73.3590121728503
272690.10115203,2342665.00142583,2087,2182,1092,120.482806690171
272763.25098793,2342670.53732467,2089,2087,1045,73.3590121728503
272763.25098793,2342670.53732467,2089,1988,1046,161.828532287128
272763.25098793,2342670.53732467,2089,2103,1052,34.8434773063063
271001.67026035,2342683.52629482,2094,2085,1047,116.465863520411
271001.67026035,2342683.52629482,2094,2050,1048,89.7694189785327
271001.67026035,2342683.52629482,2094,2302,1152,277.030260621345
274367.40116777,2342697.39515695,2097,1881,1049,414.785428572546
274367.40116777,2342697.39515695,2097,2143,1073,54.6402023359402
274367.40116777,2342697.39515695,2097,2161,1082,69.2730506970672
271298.48825982,2342700.13421465,2099,2050,1050,287.059179502448
271298.48825982,2342700.13421465,2099,2159,1080,239.700806229432
271298.48825982,2342700.13421465,2099,2248,1124,152.09872555698
275684.29487295,2342701.72778122,2102,2010,1051,164.505717444317
275684.29487295,2342701.72778122,2102,2106,1053,54.0034126962253
275684.29487295,2342701.72778122,2102,2218,1110,153.414717258035
272764.71839723,2342705.34988879,2103,2089,1052,34.8434773063063
272764.71839723,2342705.34988879,2103,2109,1055,72.4048841045049
272764.71839723,2342705.34988879,2103,2321,1162,265.631713660583
275737.80100457,2342709.03958416,2106,2102,1053,54.0034126962253
275737.80100457,2342709.03958416,2106,2003,1054,184.036470812041
275737.80100457,2342709.03958416,2106,2120,1060,62.341880567924
272836.98146516,2342709.87937623,2109,2103,1055,72.4048841045049
272836.98146516,2342709.87937623,2109,2064,1056,293.737404126807
272836.98146516,2342709.87937623,2109,2123,1062,107.856761899937
272836.98146516,2342709.87937623,2109,2205,1103,116.750333992386
270578.20769964,2342714.32012399,2114,1891,1057,683.407262577225
270578.20769964,2342714.32012399,2114,2021,1058,185.31022203221
270578.20769964,2342714.32012399,2114,2270,1135,280.770349389038
273048.92496241,2342715.62853384,2118,2064,1059,100.5194113028
273048.92496241,2342715.62853384,2118,2123,1063,104.801572113106
273048.92496241,2342715.62853384,2118,2132,1066,148.970296439073
273048.92496241,2342715.62853384,2118,2229,1116,129.409926960764
275799.14002809,2342720.17665138,2120,2106,1060,62.341880567924
275799.14002809,2342720.17665138,2120,1979,1061,218.012482604127
275799.14002809,2342720.17665138,2120,2134,1067,61.2813998793205
272944.26188395,2342721.01458303,2123,2109,1062,107.856761899937
272944.26188395,2342721.01458303,2123,2118,1063,104.801572113106
272944.26188395,2342721.01458303,2123,2209,1106,109.76152115031
275202.68160154,2342642.54197454,2127,2128,1064,186.132696484696
275202.68160154,2342642.54197454,2127,2072,3626,101.578289247933
275370.71566019,2342722.58326074,2128,2127,1064,186.132696484696
275370.71566019,2342722.58326074,2128,2013,1065,180.014682420486
275370.71566019,2342722.58326074,2128,2218,1109,256.659210943345
273197.46105960,2342726.99414162,2132,2118,1066,148.970296439073
273197.46105960,2342726.99414162,2132,2243,1123,123.09433150278
275859.20460058,2342732.32807528,2134,2120,1067,61.2813998793205
275859.20460058,2342732.32807528,2134,1967,1068,253.585929370559
275859.20460058,2342732.32807528,2134,2138,1069,68.3086323657483
275926.46502065,2342744.24886163,2138,2134,1069,68.3086323657483
275926.46502065,2342744.24886163,2138,1977,1070,250.378556296289
275926.46502065,2342744.24886163,2138,2150,1075,69.0726372610375
274346.56863702,2342747.90809959,2143,2047,1072,249.070672271159
274346.56863702,2342747.90809959,2143,2097,1073,54.6402023359402
274346.56863702,2342747.90809959,2143,2156,1079,21.1557846904527
274346.56863702,2342747.90809959,2143,2161,1081,31.8907136346574
269710.16543631,2342750.08621814,2148,1976,1074,319.102345625759
269710.16543631,2342750.08621814,2148,2208,1104,386.053870409761
269710.16543631,2342750.08621814,2148,2276,1138,129.784645908955
275994.32051319,2342757.15860025,2150,2138,1075,69.0726372610375
275994.32051319,2342757.15860025,2150,1991,1076,251.820028477263
275994.32051319,2342757.15860025,2150,2166,1083,82.105788969155
272412.96533501,2342759.78325661,2154,2077,1077,120.650381007648
272412.96533501,2342759.78325661,2154,2170,1085,170.295980714402
272412.96533501,2342759.78325661,2154,2401,1202,368.034007377161
274335.21988602,2342765.76231693,2156,2047,1078,252.036882349807
274335.21988602,2342765.76231693,2156,2143,1079,21.1557846904527
274335.21988602,2342765.76231693,2156,2188,1094,24.9565056179728
271528.88175917,2342766.28035563,2159,2099,1080,239.700806229432
271528.88175917,2342766.28035563,2159,2277,1140,118.57639131305
271528.88175917,2342766.28035563,2159,2341,1171,651.930405428789
274372.49298142,2342766.48082107,2161,2143,1081,31.8907136346574
274372.49298142,2342766.48082107,2161,2097,1082,69.2730506970672
274372.49298142,2342766.48082107,2161,2185,1093,22.5542233539488
276075.69528879,2342768.09050205,2166,2150,1083,82.105788969155
276075.69528879,2342768.09050205,2166,1999,1084,246.710440555372
276075.69528879,2342768.09050205,2166,2178,1089,75.4160246530677
276075.69528879,2342768.09050205,2166,2253,1128,90.9139874850117
272582.86451203,2342771.40180629,2170,2154,1085,170.295980714402
272582.86451203,2342771.40180629,2170,2172,1086,8.56689034650042
272582.86451203,2342771.40180629,2170,2227,1114,68.8427452840616
272591.38502747,2342772.29198991,2172,2170,1086,8.56689034650042
272591.38502747,2342772.29198991,2172,2083,1087,117.07372306762
272591.38502747,2342772.29198991,2172,2182,1091,89.3831878851352
273300.00755673,2342782.16689500,2176,1993,1088,296.556715193357
273300.00755673,2342782.16689500,2176,2213,1107,334.665547238748
273300.00755673,2342782.16689500,2176,2249,1126,79.6495160994043
276149.49692650,2342783.61129604,2178,2166,1089,75.4160246530677
276149.49692650,2342783.61129604,2178,2005,1090,250.189512964608
276149.49692650,2342783.61129604,2178,2190,1095,66.1494493153872
272679.85337250,2342785.04762412,2182,2172,1091,89.3831878851352
272679.85337250,2342785.04762412,2182,2087,1092,120.482806690171
272679.85337250,2342785.04762412,2182,2234,1118,58.3643395720205
274384.34939214,2342785.66723595,2185,2161,1093,22.5542233539488
274384.34939214,2342785.66723595,2185,2194,1098,19.5376992689444
274384.34939214,2342785.66723595,2185,2395,1198,538.523608322901
274348.34056256,2342786.99142477,2188,2156,1094,24.9565056179728
274348.34056256,2342786.99142477,2188,2194,1097,32.469213881194
274348.34056256,2342786.99142477,2188,2261,1132,81.2759179892288
276214.54542060,2342795.62974269,2190,2178,1095,66.1494493153872
276214.54542060,2342795.62974269,2190,2017,1096,250.059905086905
276214.54542060,2342795.62974269,2190,2198,1099,70.1657593039584
276214.54542060,2342795.62974269,2190,2281,1142,90.7922541242898
274376.31390813,2342803.47601720,2194,2188,1097,32.469213881194
274376.31390813,2342803.47601720,2194,2185,1098,19.5376992689444
274376.31390813,2342803.47601720,2194,2238,1119,70.3398267106156
274376.31390813,2342803.47601720,2194,2261,1133,65.6448659312729
276283.33722940,2342809.44715276,2198,2190,1099,70.1657593039584
276283.33722940,2342809.44715276,2198,2023,1100,249.476076190475
276283.33722940,2342809.44715276,2198,2202,1101,71.3655857874383
276352.95436468,2342825.14751295,2202,2198,1101,71.3655857874383
276352.95436468,2342825.14751295,2202,2031,1102,252.710211490958
276352.95436468,2342825.14751295,2202,2224,1112,74.810237990266
276352.95436468,2342825.14751295,2202,2311,1156,92.1928390422638
272825.13100812,2342826.02672728,2205,2109,1103,116.750333992386
272825.13100812,2342826.02672728,2205,2209,1105,113.401420488038
272825.13100812,2342826.02672728,2205,2293,1147,71.6063522367005
269331.70993838,2342826.30319093,2208,2148,1104,386.053870409761
272938.43930302,2342830.62155852,2209,2205,1105,113.401420488038
272938.43930302,2342830.62155852,2209,2123,1106,109.76152115031
272938.43930302,2342830.62155852,2209,2221,1111,20.1733309728817
273631.07547935,2342831.10623627,2213,2176,1107,334.665547238748
273631.07547935,2342831.10623627,2213,2035,1108,251.076105953989
273631.07547935,2342831.10623627,2213,2461,1232,410.853236895741
275603.21379770,2342831.29649184,2218,2128,1109,256.659210943345
275603.21379770,2342831.29649184,2218,2102,1110,153.414717258035
275603.21379770,2342831.29649184,2218,2362,1181,261.824790943536
272957.92727830,2342835.83520428,2221,2209,1111,20.1733309728817
272957.92727830,2342835.83520428,2221,2229,1115,114.211020067513
272957.92727830,2342835.83520428,2221,2306,1154,68.5615276392225
276426.50189942,2342838.83443527,2224,2202,1112,74.810237990266
276426.50189942,2342838.83443527,2224,2039,1113,251.85524732314
276426.50189942,2342838.83443527,2224,2240,1120,69.4735583303855
272578.25552510,2342840.09009364,2227,2170,1114,68.8427452840616
272578.25552510,2342840.09009364,2227,2234,1117,95.2564262717741
272578.25552510,2342840.09009364,2227,2317,1159,207.219627811064
273071.91459529,2342842.98003943,2229,2221,1115,114.211020067513
273071.91459529,2342842.98003943,2229,2118,1116,129.409926960764
273071.91459529,2342842.98003943,2229,2243,1122,113.133969663607
272673.46560007,2342843.06135092,2234,2227,1117,95.2564262717741
272673.46560007,2342843.06135092,2234,2182,1118,58.3643395720205
272673.46560007,2342843.06135092,2234,2317,1160,116.727511706132
274430.54222503,2342848.27535724,2238,2194,1119,70.3398267106156
274430.54222503,2342848.27535724,2238,2261,1134,79.7416810846038
274430.54222503,2342848.27535724,2238,2412,1206,472.043533903455
276495.23281198,2342848.96542563,2240,2224,1120,69.4735583303855
276495.23281198,2342848.96542563,2240,2051,1121,248.388113057419
276495.23281198,2342848.96542563,2240,2258,1129,70.0535490598854
273184.86385683,2342849.44219154,2243,2229,1122,113.133969663607
273184.86385683,2342849.44219154,2243,2132,1123,123.09433150278
273184.86385683,2342849.44219154,2243,2249,1125,146.5867088837
273184.86385683,2342849.44219154,2243,2314,1158,76.2794306922665
271274.45771183,2342850.32261327,2248,2099,1124,152.09872555698
271274.45771183,2342850.32261327,2248,2277,1139,227.986562219018
271274.45771183,2342850.32261327,2248,2345,1174,163.762659178894
273331.32947139,2342855.39928590,2249,2243,1125,146.5867088837
273331.32947139,2342855.39928590,2249,2176,1126,79.6495160994043
273331.32947139,2342855.39928590,2249,2453,1228,409.584994316245
276060.89676546,2342857.79198937,2253,2254,1127,90.7061675610423
276060.89676546,2342857.79198937,2253,2166,1128,90.9139874850117
276060.89676546,2342857.79198937,2253,2281,1141,137.064838230485
275972.25200887,2342838.56398992,2254,2253,1127,90.7061675610423
276564.03610092,2342862.14143284,2258,2240,1129,70.0535490598854
276564.03610092,2342862.14143284,2258,2059,1130,251.516673391497
276564.03610092,2342862.14143284,2258,2272,1136,74.8054507856681
276564.03610092,2342862.14143284,2258,2339,1170,151.091363739011
274360.08644724,2342867.08354769,2261,1981,1131,914.609440181729
274360.08644724,2342867.08354769,2261,2188,1132,81.2759179892288
274360.08644724,2342867.08354769,2261,2194,1133,65.6448659312729
274360.08644724,2342867.08354769,2261,2238,1134,79.7416810846038
274360.08644724,2342867.08354769,2261,2441,1221,350.677635703087
270808.99465096,2342871.12826324,2270,2114,1135,280.770349389038
270808.99465096,2342871.12826324,2270,2302,1151,39.5735700715909
270808.99465096,2342871.12826324,2270,2364,1182,181.90489561012
276637.44710802,2342876.51778509,2272,2258,1136,74.8054507856681
276637.44710802,2342876.51778509,2272,2067,1137,249.093446455031
276637.44710802,2342876.51778509,2272,2286,1143,66.7367774063258
269697.91520956,2342877.68511246,2276,2148,1138,129.784645908955
269697.91520956,2342877.68511246,2276,2446,1223,461.448286473766
269697.91520956,2342877.68511246,2276,2500,1250,1119.9210688086
271500.32094104,2342881.36571631,2277,2248,1139,227.986562219018
271500.32094104,2342881.36571631,2277,2159,1140,118.57639131305
271500.32094104,2342881.36571631,2277,2357,1180,154.168587800117
276195.35972189,2342884.37174162,2281,2253,1141,137.064838230485
276195.35972189,2342884.37174162,2281,2190,1142,90.7922541242898
276195.35972189,2342884.37174162,2281,2299,1150,69.463440488483
276703.40451496,2342886.68724566,2286,2272,1143,66.7367774063258
276703.40451496,2342886.68724566,2286,2073,1144,252.186257282929
276703.40451496,2342886.68724566,2286,2296,1148,68.3789917445645
274825.41787574,2342888.84372492,2290,1927,1145,679.891013102174
274825.41787574,2342888.84372492,2290,2058,1146,279.446750323471
274825.41787574,2342888.84372492,2290,2330,1165,292.781296193261
274825.41787574,2342888.84372492,2290,2395,1199,225.058874422819
272816.55466728,2342897.11762725,2293,2205,1147,71.6063522367005
272816.55466728,2342897.11762725,2293,2306,1153,135.994942139188
272816.55466728,2342897.11762725,2293,2367,1185,154.101799043059
276770.87079678,2342897.82220545,2296,2286,1148,68.3789917445645
276770.87079678,2342897.82220545,2296,2079,1149,249.854184134873
276263.23930702,2342899.12069028,2299,2281,1150,69.463440488483
270836.25890318,2342899.81149874,2302,2270,1151,39.5735700715909
270836.25890318,2342899.81149874,2302,2094,1152,277.030260621345
270836.25890318,2342899.81149874,2302,2334,1167,147.30131030854
272952.36658210,2342904.17085917,2306,2293,1153,135.994942139188
272952.36658210,2342904.17085917,2306,2221,1154,68.5615276392225
272952.36658210,2342904.17085917,2306,2310,1155,7.23844067878819
272959.49963315,2342905.40155254,2310,2306,1155,7.23844067878819
272959.49963315,2342905.40155254,2310,2314,1157,212.978816227717
272959.49963315,2342905.40155254,2310,2371,1187,157.608154958992
276335.65210603,2342915.70220039,2311,2202,1156,92.1928390422638
273171.61480501,2342924.56219003,2314,2310,1157,212.978816227717
273171.61480501,2342924.56219003,2314,2243,1158,76.2794306922665
273171.61480501,2342924.56219003,2314,2383,1193,156.187552233382
272666.40021842,2342959.57483671,2317,2227,1159,207.219627811064
272666.40021842,2342959.57483671,2317,2234,1160,116.727511706132
272666.40021842,2342959.57483671,2317,2321,1161,72.2518016522377
272737.94901711,2342969.62930076,2321,2317,1161,72.2518016522377
272737.94901711,2342969.62930076,2321,2103,1162,265.631713660583
272737.94901711,2342969.62930076,2321,2365,1183,77.8353628043772
272120.95994280,2342974.93582151,2325,2326,1163,628.033425819895
272276.35009723,2342368.05484347,2326,2325,1163,628.033425819895
261821.91511006,2342991.01538324,2327,2328,1164,576.357799454673
261821.91511006,2342991.01538324,2327,2353,1178,38.9086650407724
261821.91511006,2342991.01538324,2327,2503,1253,854.455414111457
261908.73765228,2342421.27373578,2328,2327,1164,576.357799454673
275088.25950092,2342998.87365310,2330,2290,1165,292.781296193261
278966.81538520,2343003.80637578,2331,1812,1166,955.717020214227
278966.81538520,2343003.80637578,2331,2336,1169,239.701496890034
278966.81538520,2343003.80637578,2331,3101,1551,1412.71503814302
270939.59020231,2343004.78920417,2334,2302,1167,147.30131030854
270939.59020231,2343004.78920417,2334,2345,1173,316.001832329478
270939.59020231,2343004.78920417,2334,2472,1236,349.437198929397
278727.14500787,2343007.66873770,2336,1812,1168,891.323362926247
278727.14500787,2343007.66873770,2336,2331,1169,239.701496890034
278727.14500787,2343007.66873770,2336,2066,1175,852.904318641859
278727.14500787,2343007.66873770,2336,2762,1381,889.761168630802
276535.79021103,2343010.56909166,2339,2258,1170,151.091363739011
276535.79021103,2343010.56909166,2339,2492,3627,121.504401395644
272126.46732587,2343011.06593862,2341,2159,1171,651.930405428789
272126.46732587,2343011.06593862,2341,2055,1172,420.782383153099
272126.46732587,2343011.06593862,2341,2387,1195,81.2659014580365
271251.43526122,2343012.45889949,2345,2334,1173,316.001832329478
271251.43526122,2343012.45889949,2345,2248,1174,163.762659178894
271251.43526122,2343012.45889949,2345,2351,1176,193.636843192011
271251.43526122,2343012.45889949,2345,2472,1237,243.882277996004
271444.37039767,2343028.92887711,2351,2345,1176,193.636843192011
271444.37039767,2343028.92887711,2351,2357,1179,25.9513014675645
271444.37039767,2343028.92887711,2351,2421,1211,118.112493735676
261816.83188906,2343029.59057060,2353,2354,1177,707.340942254724
261816.83188906,2343029.59057060,2353,2327,1178,38.9086650407724
261816.83188906,2343029.59057060,2353,2503,1252,654.748944279898
261246.99689567,2342825.02219395,2354,2353,1177,707.340942254724
271470.06962339,2343032.53717938,2357,2351,1179,25.9513014675645
271470.06962339,2343032.53717938,2357,2277,1180,154.168587800117
271470.06962339,2343032.53717938,2357,2387,1194,651.142719625191
275437.93258465,2343034.35890038,2362,2218,1181,261.824790943536
275437.93258465,2343034.35890038,2362,2394,1197,87.0313518090166
275437.93258465,2343034.35890038,2362,2409,1205,155.860115340135
270746.23570864,2343041.86006487,2364,2270,1182,181.90489561012
270746.23570864,2343041.86006487,2364,2376,1188,58.9249747525468
270746.23570864,2343041.86006487,2364,2466,1233,210.562540284343
272733.72395793,2343047.34990664,2365,2321,1183,77.8353628043772
272733.72395793,2343047.34990664,2365,2367,1184,66.7618652337667
272733.72395793,2343047.34990664,2365,2427,1215,111.919713761255
272800.41738055,2343050.37216208,2367,2365,1184,66.7618652337667
272800.41738055,2343050.37216208,2367,2293,1185,154.101799043059
272800.41738055,2343050.37216208,2367,2371,1186,147.468755532815
272947.38301629,2343062.54326599,2371,2367,1186,147.468755532815
272947.38301629,2343062.54326599,2371,2310,1187,157.608154958992
272947.38301629,2343062.54326599,2371,2383,1192,204.855114868438
270801.40640060,2343062.55662009,2376,2364,1188,58.9249747525468
